Year,Institutional_sector_name,Institutional_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Status,Values
2014.03,Corporate business enterprises,141,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,58340
2015.03,Corporate business enterprises,141,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,REVISED,61319
2016.03,Corporate business enterprises,141,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,REVISED,64107
2017.03,Corporate business enterprises,141,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,51753
2008.03,Corporate business enterprises,141,Financial assets Opening balance Total financial assets,LS00000,AFA0000,REVISED,210133
2009.03,Corporate business enterprises,141,Financial assets Opening balance Total financial assets,LS00000,AFA0000,REVISED,227728
2010.03,Corporate business enterprises,141,Financial assets Opening balance Total financial assets,LS00000,AFA0000,REVISED,229938
2011.03,Corporate business enterprises,141,Financial assets Opening balance Total financial assets,LS00000,AFA0000,REVISED,255103
2012.03,Corporate business enterprises,141,Financial assets Opening balance Total financial assets,LS00000,AFA0000,REVISED,252383
2013.03,Corporate business enterprises,141,Financial assets Opening balance Total financial assets,LS00000,AFA0000,REVISED,259270
2014.03,Corporate business enterprises,141,Financial assets Opening balance Total financial assets,LS00000,AFA0000,REVISED,265760
2015.03,Corporate business enterprises,141,Financial assets Opening balance Total financial assets,LS00000,AFA0000,REVISED,274363
2016.03,Corporate business enterprises,141,Financial assets Opening balance Total financial assets,LS00000,AFA0000,REVISED,284172
2017.03,Corporate business enterprises,141,Financial assets Opening balance Total financial assets,LS00000,AFA0000,FINAL,300346
2008.03,Corporate business enterprises,141,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2009.03,Corporate business enterprises,141,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2010.03,Corporate business enterprises,141,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2011.03,Corporate business enterprises,141,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2012.03,Corporate business enterprises,141,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2013.03,Corporate business enterprises,141,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2014.03,Corporate business enterprises,141,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2015.03,Corporate business enterprises,141,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2016.03,Corporate business enterprises,141,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2017.03,Corporate business enterprises,141,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2008.03,Corporate business enterprises,141,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2009.03,Corporate business enterprises,141,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2010.03,Corporate business enterprises,141,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2011.03,Corporate business enterprises,141,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2012.03,Corporate business enterprises,141,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2013.03,Corporate business enterprises,141,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2014.03,Corporate business enterprises,141,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2015.03,Corporate business enterprises,141,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2016.03,Corporate business enterprises,141,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2017.03,Corporate business enterprises,141,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2008.03,Corporate business enterprises,141,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,9957
2009.03,Corporate business enterprises,141,Financial liabilities Opening balance debt securities,LS00000,AFL0301,FINAL,10876
2010.03,Corporate business enterprises,141,Financial liabilities Opening balance debt securities,LS00000,AFL0302,FINAL,13445
2011.03,Corporate business enterprises,141,Financial liabilities Opening balance debt securities,LS00000,AFL0303,FINAL,15231
2012.03,Corporate business enterprises,141,Financial liabilities Opening balance debt securities,LS00000,AFL0304,FINAL,14128
2013.03,Corporate business enterprises,141,Financial liabilities Opening balance debt securities,LS00000,AFL0305,FINAL,21698
2014.03,Corporate business enterprises,141,Financial liabilities Opening balance debt securities,LS00000,AFL0306,FINAL,21240
2015.03,Corporate business enterprises,141,Financial liabilities Opening balance debt securities,LS00000,AFL0307,REVISED,18325
2016.03,Corporate business enterprises,141,Financial liabilities Opening balance debt securities,LS00000,AFL0308,FINAL,S
2017.03,Corporate business enterprises,141,Financial liabilities Opening balance debt securities,LS00000,AFL0309,FINAL,21764
2008.03,Corporate business enterprises,141,Financial liabilities Opening balance loans,LS00000,AFL0400,REVISED,215420
2009.03,Corporate business enterprises,141,Financial liabilities Opening balance loans,LS00000,AFL0400,REVISED,216222
2010.03,Corporate business enterprises,141,Financial liabilities Opening balance loans,LS00000,AFL0400,REVISED,239783
2011.03,Corporate business enterprises,141,Financial liabilities Opening balance loans,LS00000,AFL0400,REVISED,222591
2012.03,Corporate business enterprises,141,Financial liabilities Opening balance loans,LS00000,AFL0400,REVISED,240710
2013.03,Corporate business enterprises,141,Financial liabilities Opening balance loans,LS00000,AFL0400,REVISED,260023
2014.03,Corporate business enterprises,141,Financial liabilities Opening balance loans,LS00000,AFL0400,REVISED,251056
2015.03,Corporate business enterprises,141,Financial liabilities Opening balance loans,LS00000,AFL0400,REVISED,277379
2016.03,Corporate business enterprises,141,Financial liabilities Opening balance loans,LS00000,AFL0400,REVISED,279294
2017.03,Corporate business enterprises,141,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,328288
2008.03,Corporate business enterprises,141,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,321739
2009.03,Corporate business enterprises,141,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,348174
2010.03,Corporate business enterprises,141,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,309489
2011.03,Corporate business enterprises,141,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,366528
2012.03,Corporate business enterprises,141,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,339759
2013.03,Corporate business enterprises,141,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,318696
2014.03,Corporate business enterprises,141,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,356057
2015.03,Corporate business enterprises,141,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,383024
2016.03,Corporate business enterprises,141,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,407972
2017.03,Corporate business enterprises,141,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,412932
2008.03,Corporate business enterprises,141,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,19
2009.03,Corporate business enterprises,141,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2010.03,Corporate business enterprises,141,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,122
2011.03,Corporate business enterprises,141,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2012.03,Corporate business enterprises,141,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2013.03,Corporate business enterprises,141,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2014.03,Corporate business enterprises,141,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2015.03,Corporate business enterprises,141,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2016.03,Corporate business enterprises,141,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2017.03,Corporate business enterprises,141,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2008.03,Corporate business enterprises,141,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,2876
2009.03,Corporate business enterprises,141,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,3923
2010.03,Corporate business enterprises,141,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,8624
2011.03,Corporate business enterprises,141,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,5625
2012.03,Corporate business enterprises,141,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,5298
2013.03,Corporate business enterprises,141,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,4434
2014.03,Corporate business enterprises,141,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,3461
2015.03,Corporate business enterprises,141,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,2748
2016.03,Corporate business enterprises,141,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,1791
